playerId,tournamentId,hole,par,score
261,30,4,4,4
261,30,5,3,3
261,30,6,5,5
261,30,7,5,5
261,30,8,4,4
261,30,9,3,3
261,30,10,4,4
261,30,11,5,6
261,30,12,3,3
261,30,13,4,4
261,30,14,4,3
261,30,15,4,5
261,30,16,4,3
261,30,17,4,4
261,30,18,4,4
296,30,1,3,3
296,30,2,4,4
296,30,3,4,5
296,30,4,4,3
296,30,5,3,3
296,30,6,5,4
296,30,7,5,4
296,30,8,4,4
296,30,9,3,3
296,30,10,4,4
296,30,11,5,4
296,30,12,3,4
296,30,13,4,4
296,30,14,4,4
296,30,15,4,4
296,30,16,4,4
296,30,17,4,4
296,30,18,4,4
296,30,1,3,3
296,30,2,4,4
296,30,3,4,5
296,30,4,4,4
296,30,5,3,4
296,30,6,5,4
296,30,7,5,4
296,30,8,4,5
296,30,9,3,2
296,30,10,4,4
296,30,11,5,4
296,30,12,3,3
296,30,13,4,4
296,30,14,4,4
296,30,15,4,5
296,30,16,4,5
296,30,17,4,5
296,30,18,4,3
296,30,1,3,3
296,30,2,4,4
296,30,3,4,4
296,30,4,4,4
296,30,5,3,3
296,30,6,5,4
296,30,7,5,5
296,30,8,4,4
296,30,9,3,2
296,30,10,4,4
296,30,11,5,5
296,30,12,3,3
296,30,13,4,4
296,30,14,4,4
296,30,15,4,3
296,30,16,4,4
296,30,17,4,4
296,30,18,4,3
296,30,1,3,3
296,30,2,4,4
296,30,3,4,4
296,30,4,4,4
296,30,5,3,3
296,30,6,5,4
296,30,7,5,4
296,30,8,4,4
296,30,9,3,3
296,30,10,4,4
296,30,11,5,6
296,30,12,3,3
296,30,13,4,4
296,30,14,4,4
296,30,15,4,4
296,30,16,4,4
296,30,17,4,4
296,30,18,4,4
336,30,1,3,3
336,30,2,4,4
336,30,3,4,4
336,30,4,4,5
336,30,5,3,2
336,30,6,5,3
336,30,7,5,4
336,30,8,4,4
336,30,9,3,4
336,30,10,4,4
336,30,11,5,5
336,30,12,3,4
336,30,13,4,3
336,30,14,4,4
336,30,15,4,5
336,30,16,4,3
336,30,17,4,4
336,30,18,4,4
336,30,1,3,2
336,30,2,4,4
336,30,3,4,4
336,30,4,4,4
336,30,5,3,3
336,30,6,5,5
336,30,7,5,4
336,30,8,4,3
336,30,9,3,3
336,30,10,4,4
336,30,11,5,4
336,30,12,3,3
336,30,13,4,4
336,30,14,4,5
336,30,15,4,3
336,30,16,4,4
336,30,17,4,5
336,30,18,4,4
336,30,1,3,4
336,30,2,4,3
336,30,3,4,4
336,30,4,4,5
336,30,5,3,3
336,30,6,5,4
336,30,7,5,5
336,30,8,4,6
336,30,9,3,2
336,30,10,4,3
336,30,11,5,4
336,30,12,3,2
336,30,13,4,4
336,30,14,4,4
336,30,15,4,4
336,30,16,4,4
336,30,17,4,6
336,30,18,4,4
336,30,1,3,3
336,30,2,4,4
336,30,3,4,5
336,30,4,4,4
336,30,5,3,4
336,30,6,5,5
336,30,7,5,4
336,30,8,4,4
336,30,9,3,3
336,30,10,4,4
336,30,11,5,5
336,30,12,3,3
336,30,13,4,3
336,30,14,4,4
336,30,15,4,4
336,30,16,4,3
336,30,17,4,4
336,30,18,4,5
213,30,1,3,2
213,30,2,4,4
213,30,3,4,3
213,30,4,4,4
213,30,5,3,3
213,30,6,5,5
213,30,7,5,5
213,30,8,4,4
213,30,9,3,2
213,30,10,4,4
213,30,11,5,5
213,30,12,3,3
213,30,13,4,3
213,30,14,4,5
213,30,15,4,4
213,30,16,4,3
213,30,17,4,5
213,30,18,4,4
213,30,1,3,3
213,30,2,4,6
213,30,3,4,4
213,30,4,4,4
213,30,5,3,3
213,30,6,5,4
213,30,7,5,4
213,30,8,4,4
213,30,9,3,3
213,30,10,4,5
213,30,11,5,8
213,30,12,3,3
213,30,13,4,4
213,30,14,4,4
213,30,15,4,4
213,30,16,4,3
213,30,17,4,4
213,30,18,4,5
213,30,1,3,4
213,30,2,4,4
213,30,3,4,4
213,30,4,4,4
213,30,5,3,3
213,30,6,5,5
213,30,7,5,5
213,30,8,4,4
213,30,9,3,3
213,30,10,4,4
213,30,11,5,4
213,30,12,3,3
213,30,13,4,4
213,30,14,4,4
213,30,15,4,4
213,30,16,4,5
213,30,17,4,3
213,30,18,4,3
213,30,1,3,3
213,30,2,4,4
213,30,3,4,4
213,30,4,4,4
213,30,5,3,2
213,30,6,5,4
213,30,7,5,5
213,30,8,4,5
213,30,9,3,2
213,30,10,4,3
213,30,11,5,5
213,30,12,3,2
213,30,13,4,3
213,30,14,4,4
213,30,15,4,4
213,30,16,4,4
213,30,17,4,4
213,30,18,4,4
158,30,1,3,3
158,30,2,4,4
158,30,3,4,4
158,30,4,4,5
158,30,5,3,3
158,30,6,5,4
158,30,7,5,5
158,30,8,4,4
158,30,9,3,2
158,30,10,4,4
158,30,11,5,4
158,30,12,3,3
158,30,13,4,4
158,30,14,4,4
158,30,15,4,5
158,30,16,4,4
158,30,17,4,4
158,30,18,4,4
158,30,1,3,4
158,30,2,4,3
158,30,3,4,5
158,30,4,4,3
158,30,5,3,3
158,30,6,5,5
158,30,7,5,5
158,30,8,4,5
158,30,9,3,3
158,30,10,4,4
158,30,11,5,4
158,30,12,3,3
158,30,13,4,4
158,30,14,4,4
158,30,15,4,4
158,30,16,4,4
158,30,17,4,4
158,30,18,4,5
158,30,1,3,3
158,30,2,4,3
158,30,3,4,4
158,30,4,4,4
158,30,5,3,3
158,30,6,5,5
158,30,7,5,4
158,30,8,4,3
158,30,9,3,3
158,30,10,4,4
158,30,11,5,4
158,30,12,3,4
158,30,13,4,4
158,30,14,4,3
158,30,15,4,4
158,30,16,4,4
158,30,17,4,5
158,30,18,4,3
158,30,1,3,3
158,30,2,4,4
158,30,3,4,5
158,30,4,4,4
158,30,5,3,3
158,30,6,5,3
158,30,7,5,5
158,30,8,4,4
158,30,9,3,2
158,30,10,4,4
158,30,11,5,5
158,30,12,3,4
158,30,13,4,4
158,30,14,4,4
158,30,15,4,4
158,30,16,4,4
158,30,17,4,4
158,30,18,4,4
417,30,1,3,4
417,30,2,4,3
417,30,3,4,4
417,30,4,4,6
417,30,5,3,4
417,30,6,5,5
417,30,7,5,4
417,30,8,4,3
417,30,9,3,3
417,30,10,4,4
417,30,11,5,6
417,30,12,3,3
417,30,13,4,4
417,30,14,4,6
417,30,15,4,4
417,30,16,4,4
417,30,17,4,4
417,30,18,4,4
417,30,1,3,3
417,30,2,4,4
417,30,3,4,5
417,30,4,4,4
417,30,5,3,3
417,30,6,5,4
417,30,7,5,4
417,30,8,4,3
417,30,9,3,3
417,30,10,4,4
417,30,11,5,5
417,30,12,3,3
417,30,13,4,4
417,30,14,4,5
417,30,15,4,4
417,30,16,4,4
417,30,17,4,4
417,30,18,4,3
417,30,1,3,3
417,30,2,4,4
417,30,3,4,4
417,30,4,4,3
417,30,5,3,3
417,30,6,5,5
417,30,7,5,5
417,30,8,4,4
417,30,9,3,2
417,30,10,4,4
417,30,11,5,5
417,30,12,3,3
417,30,13,4,4
417,30,14,4,3
417,30,15,4,4
417,30,16,4,4
417,30,17,4,4
417,30,18,4,4
417,30,1,3,2
417,30,2,4,4
417,30,3,4,4
417,30,4,4,5
417,30,5,3,4
417,30,6,5,5
417,30,7,5,4
417,30,8,4,4
417,30,9,3,2
417,30,10,4,4
417,30,11,5,4
417,30,12,3,3
417,30,13,4,4
417,30,14,4,4
417,30,15,4,3
417,30,16,4,4
417,30,17,4,4
417,30,18,4,3
392,30,1,3,3
392,30,2,4,4
392,30,3,4,4
392,30,4,4,4
392,30,5,3,3
392,30,6,5,6
392,30,7,5,4
392,30,8,4,3
392,30,9,3,2
392,30,10,4,4
392,30,11,5,5
392,30,12,3,3
392,30,13,4,4
392,30,14,4,4
392,30,15,4,5
392,30,16,4,4
392,30,17,4,4
392,30,18,4,4
392,30,1,3,3
392,30,2,4,4
392,30,3,4,4
392,30,4,4,4
392,30,5,3,4
392,30,6,5,5
392,30,7,5,5
392,30,8,4,4
392,30,9,3,3
392,30,10,4,4
392,30,11,5,5
392,30,12,3,2
392,30,13,4,3
392,30,14,4,4
392,30,15,4,4
392,30,16,4,4
392,30,17,4,4
392,30,18,4,4
392,30,1,3,3
392,30,2,4,5
392,30,3,4,5
392,30,4,4,4
392,30,5,3,3
392,30,6,5,4
392,30,7,5,6
392,30,8,4,5
392,30,9,3,2
392,30,10,4,3
392,30,11,5,5
392,30,12,3,4
392,30,13,4,3
392,30,14,4,3
392,30,15,4,4
392,30,16,4,3
392,30,17,4,4
392,30,18,4,5
392,30,1,3,4
392,30,2,4,4
392,30,3,4,4
392,30,4,4,4
392,30,5,3,3
392,30,6,5,3
392,30,7,5,4
392,30,8,4,3
392,30,9,3,3
392,30,10,4,4
392,30,11,5,5
392,30,12,3,3
392,30,13,4,4
392,30,14,4,3
392,30,15,4,4
392,30,16,4,4
392,30,17,4,4
392,30,18,4,6
374,30,1,3,3
374,30,2,4,4
374,30,3,4,4
374,30,4,4,4
374,30,5,3,4
374,30,6,5,4
374,30,7,5,5
374,30,8,4,4
374,30,9,3,2
374,30,10,4,3
374,30,11,5,4
374,30,12,3,4
374,30,13,4,4
374,30,14,4,4
374,30,15,4,4
374,30,16,4,4
374,30,17,4,5
374,30,18,4,4
374,30,1,3,3
374,30,2,4,4
374,30,3,4,4
374,30,4,4,5
374,30,5,3,3
374,30,6,5,4
374,30,7,5,5
374,30,8,4,4
374,30,9,3,3
374,30,10,4,4
374,30,11,5,5
374,30,12,3,3
374,30,13,4,4
374,30,14,4,3
374,30,15,4,3
374,30,16,4,4
374,30,17,4,5
374,30,18,4,4
374,30,1,3,3
374,30,2,4,4
374,30,3,4,4
374,30,4,4,4
374,30,5,3,3
374,30,6,5,4
374,30,7,5,4
374,30,8,4,4
374,30,9,3,3
374,30,10,4,4
374,30,11,5,5
374,30,12,3,3
374,30,13,4,4
374,30,14,4,4
374,30,15,4,5
374,30,16,4,4
374,30,17,4,4
374,30,18,4,4
374,30,1,3,3
374,30,2,4,4
374,30,3,4,4
374,30,4,4,4
374,30,5,3,3
374,30,6,5,5
374,30,7,5,4
374,30,8,4,4
374,30,9,3,3
374,30,10,4,4
374,30,11,5,6
374,30,12,3,3
374,30,13,4,4
374,30,14,4,4
374,30,15,4,5
374,30,16,4,4
374,30,17,4,3
374,30,18,4,3
512,30,1,3,3
512,30,2,4,4
512,30,3,4,4
512,30,4,4,4
512,30,5,3,2
512,30,6,5,4
512,30,7,5,6
512,30,8,4,4
512,30,9,3,3
512,30,10,4,4
512,30,11,5,4
512,30,12,3,3
512,30,13,4,3
512,30,14,4,4
512,30,15,4,5
512,30,16,4,4
512,30,17,4,4
512,30,18,4,4
512,30,1,3,3
512,30,2,4,4
512,30,3,4,4
512,30,4,4,4
512,30,5,3,3
512,30,6,5,5
512,30,7,5,4
512,30,8,4,4
512,30,9,3,3
512,30,10,4,4
512,30,11,5,5
512,30,12,3,3
512,30,13,4,3
512,30,14,4,3
512,30,15,4,5
512,30,16,4,3
512,30,17,4,4
512,30,18,4,5
512,30,1,3,3
512,30,2,4,5
512,30,3,4,4
512,30,4,4,4
512,30,5,3,2
512,30,6,5,4
512,30,7,5,4
512,30,8,4,4
512,30,9,3,2
512,30,10,4,3
512,30,11,5,4
512,30,12,3,4
512,30,13,4,4
512,30,14,4,3
512,30,15,4,5
512,30,16,4,5
512,30,17,4,5
512,30,18,4,4
512,30,1,3,3
512,30,2,4,4
512,30,3,4,5
512,30,4,4,5
512,30,5,3,6
512,30,6,5,4
512,30,7,5,5
512,30,8,4,4
512,30,9,3,3
512,30,10,4,4
512,30,11,5,4
512,30,12,3,4
512,30,13,4,4
512,30,14,4,4
512,30,15,4,4
512,30,16,4,3
512,30,17,4,3
512,30,18,4,4
541,30,1,3,4
541,30,2,4,3
541,30,3,4,4
541,30,4,4,4
541,30,5,3,4
541,30,6,5,5
541,30,7,5,5
541,30,8,4,4
541,30,9,3,3
541,30,10,4,4
541,30,11,5,4
541,30,12,3,4
541,30,13,4,3
541,30,14,4,4
541,30,15,4,5
541,30,16,4,3
541,30,17,4,4
541,30,18,4,4
541,30,1,3,3
541,30,2,4,4
541,30,3,4,4
541,30,4,4,4
541,30,5,3,3
541,30,6,5,4
541,30,7,5,5
541,30,8,4,3
541,30,9,3,2
541,30,10,4,3
541,30,11,5,5
541,30,12,3,4
541,30,13,4,4
541,30,14,4,4
541,30,15,4,4
541,30,16,4,4
541,30,17,4,4
541,30,18,4,4
541,30,1,3,4
541,30,2,4,3
541,30,3,4,4
541,30,4,4,4
541,30,5,3,3
541,30,6,5,5
541,30,7,5,4
541,30,8,4,4
541,30,9,3,2
541,30,10,4,3
541,30,11,5,6
541,30,12,3,3
541,30,13,4,4
541,30,14,4,4
541,30,15,4,4
541,30,16,4,4
541,30,17,4,4
541,30,18,4,4
541,30,1,3,4
541,30,2,4,4
541,30,3,4,4
541,30,4,4,4
541,30,5,3,3
541,30,6,5,5
541,30,7,5,4
541,30,8,4,4
541,30,9,3,3
541,30,10,4,4
541,30,11,5,5
541,30,12,3,3
541,30,13,4,4
541,30,14,4,4
541,30,15,4,4
541,30,16,4,4
541,30,17,4,5
541,30,18,4,4
167,30,1,3,4
167,30,2,4,4
167,30,3,4,4
167,30,4,4,4
167,30,5,3,4
167,30,6,5,4
167,30,7,5,5
167,30,8,4,3
167,30,9,3,3
167,30,10,4,4
167,30,11,5,4
167,30,12,3,2
167,30,13,4,4
167,30,14,4,5
167,30,15,4,5
167,30,16,4,5
167,30,17,4,6
167,30,18,4,4
167,30,1,3,3
167,30,2,4,4
167,30,3,4,4
167,30,4,4,3
167,30,5,3,3
167,30,6,5,4
167,30,7,5,4
167,30,8,4,4
167,30,9,3,4
167,30,10,4,4
167,30,11,5,4
167,30,12,3,3
167,30,13,4,4
167,30,14,4,4
167,30,15,4,4
167,30,16,4,3
167,30,17,4,5
167,30,18,4,4
167,30,1,3,2
167,30,2,4,4
167,30,3,4,4
167,30,4,4,4
167,30,5,3,3
167,30,6,5,4
167,30,7,5,4
167,30,8,4,4
167,30,9,3,3
167,30,10,4,5
167,30,11,5,5
167,30,12,3,2
167,30,13,4,4
167,30,14,4,4
167,30,15,4,4
167,30,16,4,3
167,30,17,4,4
167,30,18,4,4
167,30,1,3,3
167,30,2,4,4
167,30,3,4,3
167,30,4,4,5
167,30,5,3,3
167,30,6,5,6
167,30,7,5,5
167,30,8,4,4
167,30,9,3,2
167,30,10,4,4
167,30,11,5,5
167,30,12,3,3
167,30,13,4,3
167,30,14,4,5
167,30,15,4,4
167,30,16,4,4
167,30,17,4,4
167,30,18,4,4
10,30,1,3,3
10,30,2,4,5
10,30,3,4,4
10,30,4,4,4
10,30,5,3,3
10,30,6,5,5
10,30,7,5,5
10,30,8,4,3
10,30,9,3,3
10,30,10,4,3
10,30,11,5,5
10,30,12,3,3
10,30,13,4,4
10,30,14,4,3
10,30,15,4,4
10,30,16,4,4
10,30,17,4,4
10,30,18,4,4
10,30,1,3,3
10,30,2,4,4
10,30,3,4,4
10,30,4,4,4
10,30,5,3,3
10,30,6,5,4
10,30,7,5,4
10,30,8,4,4
10,30,9,3,3
10,30,10,4,4
10,30,11,5,5
10,30,12,3,3
10,30,13,4,5
10,30,14,4,4
10,30,15,4,4
10,30,16,4,4
10,30,17,4,5
10,30,18,4,3
10,30,1,3,3
10,30,2,4,4
10,30,3,4,4
10,30,4,4,4
10,30,5,3,4
10,30,6,5,4
10,30,7,5,5
10,30,8,4,4
10,30,9,3,3
10,30,10,4,4
10,30,11,5,6
10,30,12,3,3
10,30,13,4,4
10,30,14,4,2
10,30,15,4,4
10,30,16,4,4
10,30,17,4,4
10,30,18,4,4
10,30,1,3,3
10,30,2,4,4
10,30,3,4,4
10,30,4,4,4
10,30,5,3,4
10,30,6,5,4
10,30,7,5,5
10,30,8,4,4
10,30,9,3,3
10,30,10,4,4
10,30,11,5,5
10,30,12,3,3
10,30,13,4,3
10,30,14,4,3
10,30,15,4,6
10,30,16,4,4
10,30,17,4,4
10,30,18,4,4
313,30,1,3,2
313,30,2,4,3
313,30,3,4,4
313,30,4,4,4
313,30,5,3,4
313,30,6,5,3
313,30,7,5,5
313,30,8,4,3
313,30,9,3,2
313,30,10,4,3
313,30,11,5,5
313,30,12,3,3
313,30,13,4,4
313,30,14,4,5
313,30,15,4,4
313,30,16,4,4
313,30,17,4,4
313,30,18,4,3
313,30,1,3,3
313,30,2,4,4
313,30,3,4,5
313,30,4,4,4
313,30,5,3,3
313,30,6,5,4
313,30,7,5,5
313,30,8,4,4
313,30,9,3,3
313,30,10,4,4
313,30,11,5,4
313,30,12,3,3
313,30,13,4,3
313,30,14,4,4
313,30,15,4,5
313,30,16,4,4
313,30,17,4,4
313,30,18,4,4
313,30,1,3,3
313,30,2,4,4
313,30,3,4,4
313,30,4,4,5
313,30,5,3,3
313,30,6,5,5
313,30,7,5,5
313,30,8,4,5
313,30,9,3,3
313,30,10,4,3
313,30,11,5,4
313,30,12,3,3
313,30,13,4,6
313,30,14,4,4
313,30,15,4,4
313,30,16,4,4
313,30,17,4,4
313,30,18,4,4
313,30,1,3,3
313,30,2,4,4
313,30,3,4,5
313,30,4,4,4
313,30,5,3,4
313,30,6,5,4
313,30,7,5,4
313,30,8,4,4
313,30,9,3,3
313,30,10,4,5
313,30,11,5,5
313,30,12,3,3
313,30,13,4,3
313,30,14,4,4
313,30,15,4,5
313,30,16,4,4
313,30,17,4,4
313,30,18,4,4
575,30,1,3,3
575,30,2,4,5
575,30,3,4,4
575,30,4,4,4
575,30,5,3,2
575,30,6,5,5
575,30,7,5,4
575,30,8,4,5
575,30,9,3,3
575,30,10,4,4
575,30,11,5,5
575,30,12,3,4
575,30,13,4,5
575,30,14,4,4
575,30,15,4,4
575,30,16,4,4
575,30,17,4,6
575,30,18,4,3
575,30,1,3,4
575,30,2,4,4
575,30,3,4,3
575,30,4,4,5
575,30,5,3,3
575,30,6,5,4
575,30,7,5,3
